Month,Day,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Jul,2,4,8,4,4,5,4,5,5,5,5,8,5,5,5,5,4,6,6,5,5,5,4,8,5,5,5,5,8,5,5,4,5,8,5,4,8,4,5,4,5,4,4,5,5,4,5,5,5,4,5,4,5,4,4,4,4,4,5,5,4,5,5,4,4,4,5,4,5,5,
Jul,3,4,8,5,5,5,5,8,4,5,4,4,5,4,5,8,5,6,8,6,5,5,5,8,5,8,5,5,8,5,5,4,5,4,5,5,8,5,4,4,5,4,5,5,5,8,4,5,5,4,4,5,5,4,8,4,8,5,8,5,5,5,5,4,4,4,4,5,4,5,
Jul,4,5,5,5,5,5,5,5,5,8,1,8,6,8,5,4,4,5,8,6,5,5,4,4,5,5,8,5,5,4,4,4,5,8,4,6,8,5,6,5,4,4,5,4,5,5,4,5,5,4,4,8,4,4,5,5,4,4,15,5,4,4,4,4,4,4,5,5,5,5,
Jul,5,5,5,4,5,4,5,5,8,5,4,4,4,8,8,4,5,5,5,4,5,5,4,5,5,6,5,4,6,4,4,4,5,8,5,8,5,5,5,5,5,4,5,5,5,4,4,4,5,5,4,6,4,4,6,4,4,4,6,4,4,5,8,4,5,4,5,5,4,5,
Jul,6,5,5,5,5,4,5,5,5,5,4,4,5,5,4,4,6,5,8,4,5,5,5,5,4,5,5,4,4,4,4,4,5,5,8,8,4,5,4,5,5,8,4,5,5,8,4,4,4,5,4,4,5,5,5,4,8,4,4,4,5,4,4,4,4,4,4,5,5,5,
Jul,7,5,4,5,5,8,5,5,4,5,4,4,5,5,4,5,6,6,8,4,5,5,4,5,4,5,5,4,8,4,5,4,5,5,8,3,4,5,4,5,6,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,8,4,4,5,5,4,4,4,4,5,5,4,5,5,
Jul,8,5,4,5,5,5,4,5,5,4,4,4,5,4,4,5,5,5,5,4,5,4,4,8,5,5,5,4,5,8,5,5,5,5,6,4,4,5,5,8,4,4,4,8,5,5,8,4,5,5,8,4,5,5,5,4,5,5,4,4,4,4,4,4,4,5,8,4,5,4,
Jul,9,5,4,8,4,4,4,8,5,4,4,5,5,8,8,5,4,5,6,4,6,4,4,5,5,6,4,4,5,8,5,5,8,5,5,4,5,5,5,5,1,4,4,5,5,5,5,5,5,4,6,8,4,5,5,8,5,5,4,8,4,8,4,4,4,5,5,5,8,4,
Jul,10,5,5,6,4,5,5,5,4,5,5,5,5,8,8,4,4,5,5,5,5,4,4,5,5,5,4,5,5,5,5,4,5,4,5,5,18,4,4,5,4,4,4,5,8,4,4,8,6,4,8,5,4,5,5,5,4,5,5,4,5,4,4,8,4,4,8,8,8,5,
Jul,11,8,6,4,4,5,5,5,5,5,8,4,5,8,4,5,5,5,6,5,4,4,4,4,4,4,8,5,5,6,8,5,5,4,5,4,3,5,4,4,5,5,4,5,4,8,5,8,5,4,5,5,5,5,5,4,4,5,5,4,8,4,5,8,4,4,8,8,5,4,
Jul,12,4,6,5,4,5,5,5,5,8,5,8,5,5,5,5,5,5,6,5,5,4,8,4,5,4,6,5,5,6,8,4,8,8,4,5,4,5,5,8,4,5,5,5,5,8,4,8,5,5,4,5,5,5,4,4,4,8,4,5,8,5,8,4,5,8,5,5,5,4,
Jul,13,4,6,5,5,5,4,5,5,5,8,4,4,5,5,5,8,6,6,6,4,5,5,4,5,5,5,4,4,4,4,4,4,8,4,5,8,4,4,5,5,4,5,8,5,4,8,6,5,5,8,5,5,5,8,5,5,8,5,5,4,5,5,4,5,5,5,5,4,4,
Jul,14,5,5,5,5,5,8,8,5,8,5,4,4,8,5,5,5,5,4,6,4,8,5,4,5,5,6,4,5,5,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,6,5,5,5,5,4,5,5,4,6,4,8,5,5,5,4,4,8,5,5,5,5,1,4,
Jul,15,5,5,4,5,4,4,8,5,5,5,4,5,5,4,5,4,8,4,6,4,4,4,8,5,8,5,5,5,5,4,5,4,5,5,5,5,4,4,5,5,5,4,4,8,4,5,6,5,5,5,8,5,8,4,4,4,8,6,4,4,4,5,4,5,4,5,4,5,4,
Jul,16,8,5,5,5,5,4,5,5,5,4,4,8,4,5,8,5,8,5,5,4,4,4,5,5,8,4,4,5,5,5,4,5,5,8,5,4,4,5,4,4,5,5,4,8,4,5,4,5,5,5,4,4,4,5,4,4,4,4,4,5,8,5,4,5,5,5,8,4,4,
Jul,17,8,8,5,5,5,4,5,5,5,4,8,4,4,8,8,5,8,5,8,5,4,5,4,5,5,4,4,5,5,8,4,4,5,5,5,5,4,6,4,5,5,5,4,8,4,4,4,8,4,5,8,4,5,5,5,5,4,5,4,8,4,5,4,5,5,5,4,4,5,
Jul,18,8,5,5,5,5,4,5,5,8,8,8,5,4,8,8,8,8,5,8,5,4,5,5,5,8,4,4,5,5,5,5,4,8,4,5,5,8,5,8,5,5,5,4,8,5,5,4,5,5,4,4,4,5,5,4,4,4,4,5,4,5,5,5,5,4,5,5,5,5,
Jul,19,5,5,4,8,8,4,5,5,5,5,5,5,5,8,5,8,5,5,8,5,4,4,6,4,5,4,4,5,5,5,5,4,5,5,4,4,5,5,8,4,4,5,5,4,5,4,4,5,5,4,4,5,5,5,5,5,4,4,5,4,8,5,5,5,4,5,5,4,5,
Jul,20,5,5,5,4,4,4,8,5,4,4,5,8,4,5,8,5,5,4,5,5,4,4,4,15,8,4,8,8,4,4,5,4,4,5,4,4,5,5,5,4,4,5,5,4,5,5,5,4,5,5,4,5,5,4,4,4,5,4,4,4,5,4,5,5,5,5,5,5,4,
Jul,21,4,4,4,4,5,4,8,5,4,8,8,8,5,5,5,5,4,8,5,5,4,4,5,5,5,8,8,8,8,5,5,4,4,8,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,8,4,5,5,5,4,4,8,4,5,5,5,5,5,4,5,
Jul,22,4,6,4,4,4,4,5,5,4,5,4,8,5,5,5,5,5,8,8,4,4,5,4,6,8,5,5,8,4,8,8,5,8,4,5,5,5,4,8,4,5,4,5,5,5,4,5,5,5,5,5,5,8,5,4,5,4,5,1,4,8,4,5,4,5,5,4,4,4,
Jul,23,5,5,4,4,4,5,4,5,4,4,5,8,4,4,4,15,5,5,6,4,5,5,4,5,4,4,4,5,4,8,5,4,8,4,4,4,5,4,4,4,5,4,4,8,5,5,5,8,5,4,5,5,4,8,4,5,5,8,4,4,8,4,4,4,5,5,5,5,5,
Jul,24,5,5,5,4,5,5,4,8,8,4,5,8,5,4,4,8,8,5,15,4,5,5,4,4,4,5,5,4,8,8,5,8,8,4,4,5,5,4,4,4,5,4,4,4,5,5,4,8,4,4,8,4,4,8,5,5,4,5,4,4,5,4,5,4,4,5,8,8,5,
Jul,25,4,5,5,4,5,4,5,8,4,4,5,5,5,8,5,5,15,4,15,5,5,8,4,4,5,5,5,4,5,5,5,8,5,5,5,4,5,4,4,4,4,4,4,4,5,5,8,4,5,4,5,8,4,8,4,5,4,4,5,5,4,4,4,5,8,5,8,4,4,
Jul,26,5,5,5,8,8,4,5,5,5,4,5,5,5,5,4,6,8,8,6,5,4,8,4,8,8,8,8,4,8,8,5,4,8,5,8,5,5,5,5,4,4,5,5,5,5,4,5,4,4,10,8,8,8,5,4,4,8,4,4,4,4,4,8,4,4,5,5,4,4,
Jul,27,5,5,4,4,5,4,5,4,5,4,5,8,4,5,4,5,8,8,6,5,4,5,8,8,8,8,5,8,4,8,5,4,8,5,8,5,4,4,5,4,5,4,5,8,4,4,4,4,4,8,4,8,5,4,4,5,4,5,5,8,5,5,5,4,5,5,5,5,5,
Jul,28,4,5,4,5,4,5,5,5,5,4,5,5,4,5,5,8,5,8,8,5,5,5,5,5,8,8,4,5,8,4,5,5,4,8,8,5,5,4,5,5,5,4,5,5,5,4,4,4,4,5,4,8,8,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,
Jul,29,8,4,5,5,5,4,5,4,4,4,4,5,4,4,5,5,8,5,8,5,5,5,5,4,8,8,4,4,8,4,5,5,8,8,5,4,5,4,5,5,5,8,5,8,5,4,5,4,4,5,5,4,8,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,
Jul,30,5,5,8,5,5,5,5,8,4,8,5,5,4,4,1,8,8,8,5,4,5,5,5,4,4,4,4,5,5,4,8,4,5,4,5,5,5,4,5,4,5,5,4,5,5,4,5,4,8,8,5,8,8,5,4,4,4,4,5,5,5,4,4,5,5,4,8,4,5,
Jul,31,5,4,8,5,6,5,5,6,5,4,4,5,8,5,4,8,5,8,8,5,6,5,4,8,5,4,5,5,5,4,5,4,5,4,5,10,4,4,4,5,4,5,4,5,4,4,8,4,4,8,4,5,8,8,4,8,5,8,5,4,5,5,4,4,5,4,8,8,1,
Aug,1,4,4,5,4,4,8,5,5,8,4,5,5,5,5,5,5,4,5,8,5,6,5,5,8,5,5,5,5,5,8,5,4,4,4,4,4,4,5,5,4,5,8,5,5,4,5,6,4,4,8,8,5,4,5,4,4,5,4,8,5,4,4,4,4,4,4,5,4,4,
Aug,2,5,5,5,5,4,5,5,5,5,4,4,8,5,5,5,5,8,6,8,4,5,8,5,5,5,5,8,6,5,8,5,5,4,5,4,4,5,4,4,4,5,8,4,4,4,5,5,5,4,8,4,4,4,5,4,4,5,4,5,5,8,5,5,4,4,4,8,3,5,
Aug,3,5,4,4,5,4,5,4,4,8,4,4,8,5,8,4,8,15,8,8,5,4,5,5,6,8,5,8,5,5,8,5,4,4,4,4,8,4,4,4,5,4,8,4,8,4,5,5,5,8,8,4,8,4,5,5,4,5,4,5,5,4,4,5,4,4,5,8,4,8,
Aug,4,4,4,5,4,4,5,5,4,5,4,4,8,4,5,4,5,6,8,5,5,4,5,4,8,4,4,8,5,5,5,5,5,4,5,4,4,5,5,5,4,4,4,4,8,5,5,5,8,5,5,4,5,4,4,5,4,4,5,8,5,5,4,5,5,5,5,5,4,4,
Aug,5,4,5,15,4,5,5,5,8,5,4,8,5,4,5,5,8,5,8,5,5,8,5,4,5,5,4,8,5,8,5,4,8,4,5,4,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,4,4,4,4,4,5,4,4,4,8,4,5,4,5,5,4,4,5,4,
Aug,6,4,4,8,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5,8,4,6,5,5,4,5,5,8,4,8,5,4,5,4,5,8,5,5,4,4,5,4,4,5,5,4,5,5,5,5,4,4,5,4,4,5,4,4,8,4,8,5,8,8,4,5,4,4,4,5,
Aug,7,4,4,5,4,4,5,8,5,4,5,5,8,5,4,5,5,8,5,8,5,5,5,4,4,5,5,5,4,4,5,4,5,5,4,8,5,4,8,8,5,5,4,5,8,4,5,4,4,5,5,4,4,4,4,5,5,4,5,5,8,5,8,4,4,4,4,4,4,5,
Aug,8,4,5,5,4,5,5,8,5,4,5,8,5,5,8,4,4,8,5,15,4,4,4,4,5,5,5,4,8,4,8,4,4,4,4,5,4,4,5,5,4,4,5,5,5,5,4,4,5,5,8,4,4,5,5,8,5,5,5,8,4,5,4,4,5,4,4,8,5,5,
Aug,9,5,5,5,4,5,5,5,8,4,5,5,4,4,4,4,8,8,4,8,8,4,4,5,4,4,5,4,5,4,4,8,5,5,5,4,5,4,5,5,5,5,4,5,8,4,4,5,4,4,5,4,8,5,5,5,4,4,5,5,4,5,4,4,5,4,4,5,4,5,
Aug,10,4,5,4,4,5,5,5,8,5,5,5,4,5,4,4,8,8,5,8,5,8,8,4,4,5,4,5,6,4,4,8,8,5,5,4,5,5,5,5,4,8,8,5,5,4,8,5,4,5,5,4,4,5,4,4,8,4,5,4,4,5,4,5,5,5,4,4,5,4,
Aug,11,8,5,5,5,5,5,5,8,4,1,5,4,5,4,5,5,15,6,6,4,5,5,4,4,4,4,5,6,4,5,8,8,8,5,4,5,4,4,4,4,5,4,5,5,4,5,4,4,4,15,5,5,5,4,4,4,5,5,5,4,8,4,1,8,4,4,4,5,5,
Aug,12,8,8,5,8,4,5,5,5,4,4,4,5,5,5,5,5,15,15,6,4,4,5,5,5,4,5,8,5,4,5,5,8,8,5,4,5,4,4,4,4,4,8,5,4,4,5,4,4,4,5,4,8,5,5,4,4,5,5,5,8,8,5,8,5,8,5,5,5,8,
Aug,13,8,8,4,5,5,4,5,5,4,4,5,5,8,4,5,8,6,4,5,8,10,5,5,4,4,4,8,8,5,5,6,6,8,5,5,8,8,1,4,4,4,8,5,5,1,4,8,4,5,5,4,5,5,8,8,4,4,4,5,4,4,4,4,5,5,4,5,4,5,
Aug,14,8,5,5,4,4,4,4,5,5,4,5,4,4,5,5,5,4,5,6,5,4,4,4,4,5,5,5,8,5,5,5,4,8,4,4,8,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,5,8,4,8,8,4,5,4,4,4,5,4,4,5,4,4,
Aug,15,8,5,5,8,4,5,4,5,5,4,8,8,8,5,5,4,4,5,6,5,4,4,5,4,5,5,6,5,5,4,5,5,8,5,4,4,5,1,4,4,5,5,4,8,5,4,4,4,5,4,5,5,4,4,4,4,5,8,4,4,5,4,4,4,4,4,4,8,4,
Aug,16,4,5,5,5,4,5,8,5,5,4,5,5,4,5,5,5,5,4,5,4,5,4,5,4,4,4,5,4,4,5,6,5,8,5,4,4,5,1,5,5,4,4,4,5,4,5,4,5,4,5,4,5,5,4,6,4,5,4,5,4,8,5,4,5,4,5,4,3,5,
Aug,17,8,8,5,5,4,5,8,5,5,4,4,5,5,5,5,8,8,4,5,4,4,8,5,4,4,4,4,5,4,4,5,4,5,5,5,4,6,8,5,5,4,4,4,5,4,5,4,8,4,5,4,4,4,5,5,4,4,4,5,5,1,5,4,4,4,5,5,4,4,
Aug,18,8,8,5,5,8,4,5,4,4,5,4,5,5,5,4,5,8,4,6,5,4,5,4,4,4,5,5,8,8,4,5,4,8,4,4,4,4,8,4,4,5,4,5,5,5,4,4,4,5,5,5,4,5,8,5,5,5,4,5,5,1,4,8,5,4,5,5,8,5,
Aug,19,8,8,4,8,5,5,4,4,5,4,4,5,5,4,4,8,5,4,8,5,4,8,4,4,5,5,5,4,5,5,8,8,8,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,5,5,4,4,4,5,5,4,5,4,4,4,1,4,8,4,4,4,5,8,5,
Aug,20,4,8,4,8,5,5,5,4,5,4,5,4,5,5,5,8,8,4,15,5,8,4,5,4,5,5,5,8,6,8,5,5,5,4,5,5,5,4,4,4,4,4,5,4,8,4,5,5,8,4,4,4,4,5,5,4,4,4,4,5,4,4,8,5,4,4,4,4,5,
Aug,21,4,5,4,5,5,5,8,4,5,4,8,4,5,5,5,5,8,4,5,5,5,5,4,5,5,4,4,4,5,8,4,5,4,4,4,4,8,4,4,5,4,5,5,5,4,5,5,5,5,5,4,5,1,4,8,4,5,4,4,4,4,4,4,4,4,5,4,5,8,
Aug,22,4,5,4,4,4,5,4,5,8,5,4,5,6,4,5,5,5,4,8,5,4,5,8,6,8,5,5,5,5,1,5,5,8,5,4,4,5,8,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,
Aug,23,5,5,8,5,4,5,5,8,5,4,8,8,6,5,6,6,5,5,8,4,4,4,8,5,5,5,5,4,5,4,5,4,5,5,8,5,4,8,5,5,4,5,5,5,5,5,4,5,4,4,4,8,4,4,4,4,4,4,4,8,5,5,5,4,4,5,4,5,4,
Aug,24,5,5,4,4,8,5,8,5,5,4,4,4,4,5,5,5,5,5,8,4,5,1,4,4,5,4,5,5,5,4,5,5,4,5,5,5,4,4,4,4,5,5,5,4,4,5,4,4,4,5,8,4,4,4,4,4,4,4,4,4,5,8,8,4,4,5,4,5,5,
Aug,25,5,5,4,8,4,8,8,5,5,4,4,4,4,4,4,5,5,8,8,4,5,4,8,4,5,4,5,5,5,4,5,4,5,5,8,8,4,4,5,5,8,5,5,4,4,5,5,4,5,5,1,4,5,5,5,8,4,4,4,4,4,4,5,5,4,4,1,5,8,
Aug,26,8,5,8,5,5,4,4,4,4,4,5,4,4,4,5,4,5,8,8,5,4,8,6,4,10,5,5,4,5,4,5,4,4,5,8,4,8,5,5,8,8,4,6,5,4,5,8,4,4,5,5,4,4,5,4,8,4,4,4,4,4,4,5,4,4,4,4,4,8,
Aug,27,4,5,4,5,5,4,4,5,4,5,5,4,4,4,5,4,4,5,6,4,8,8,5,4,4,5,5,5,6,5,5,4,5,5,4,5,5,5,4,8,5,4,5,5,4,5,8,4,5,8,5,4,4,4,5,5,5,5,4,8,4,4,4,4,4,4,4,4,4,
Aug,28,4,4,4,5,5,5,4,5,4,4,5,5,4,4,4,5,4,8,8,4,4,4,4,5,8,4,5,5,5,4,8,4,5,5,4,4,5,4,5,4,5,5,4,5,4,5,8,4,4,4,8,4,4,4,4,4,8,4,8,4,4,4,5,5,4,4,4,4,4,
Aug,29,5,5,4,4,4,4,5,5,8,5,5,4,4,4,4,8,6,6,15,5,5,8,8,4,5,4,5,5,5,1,4,5,4,5,4,4,4,8,8,5,4,4,8,5,4,4,5,5,4,4,4,4,4,5,4,8,4,8,4,4,8,5,8,8,4,4,5,4,4,
Aug,30,5,5,5,4,4,8,5,4,8,5,5,5,4,5,4,8,6,5,6,5,4,4,8,4,5,8,5,5,5,5,4,6,4,4,4,1,4,5,4,4,4,8,5,5,8,8,4,5,4,8,8,4,5,5,4,4,4,4,4,4,8,4,8,5,4,5,4,5,4,
Aug,31,5,4,5,4,5,5,5,5,5,4,5,4,4,5,5,4,4,4,5,5,4,4,5,5,6,5,5,5,4,5,4,4,4,4,5,4,8,5,5,4,4,8,5,5,8,5,4,8,4,5,4,4,4,5,5,4,4,4,5,4,4,4,8,5,5,5,4,4,4,
Sep,1,5,4,8,5,5,5,4,5,4,4,5,5,4,4,4,5,4,8,5,5,8,8,8,5,4,8,6,4,4,4,8,4,8,4,4,5,4,5,4,5,4,4,4,15,1,5,4,4,4,5,4,8,4,4,5,4,5,5,5,4,4,4,5,5,4,5,4,4,5,
Sep,2,5,6,5,5,5,4,5,8,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,1,4,4,6,4,5,4,5,4,5,4,4,5,4,4,8,4,4,4,4,5,4,5,4,5,5,6,4,5,4,5,8,4,5,15,6,4,4,4,4,5,4,4,5,8,4,
Sep,3,5,5,4,5,5,4,5,4,5,4,4,4,5,6,4,5,4,5,5,4,15,5,5,4,5,4,4,5,8,8,5,4,4,4,4,4,4,4,5,1,5,4,5,8,4,4,5,5,5,4,4,5,8,5,5,4,4,5,8,4,4,1,4,4,4,4,4,4,5,
Sep,4,8,5,8,5,5,5,5,4,5,4,4,5,4,5,4,5,6,5,6,5,4,4,5,8,6,4,4,5,4,1,6,5,4,5,4,8,4,4,5,5,4,4,5,5,8,4,4,6,5,4,4,5,4,15,4,6,4,5,4,5,4,5,4,1,4,6,4,4,5,
Sep,5,4,5,4,4,5,5,4,4,4,4,5,4,4,8,5,4,5,8,5,4,4,4,4,8,5,4,4,5,4,4,4,5,5,5,4,5,4,5,5,5,4,4,5,5,4,4,5,4,10,4,4,4,4,5,5,6,5,8,4,5,4,4,4,4,4,8,8,4,15,
Sep,6,4,5,8,4,5,5,4,8,5,4,5,4,5,4,4,4,5,5,6,4,4,5,4,5,4,4,1,4,5,4,5,4,5,4,4,5,8,5,4,4,4,5,5,5,4,5,4,10,15,8,5,5,8,8,5,4,4,8,1,5,4,5,4,4,4,4,5,4,4,
Sep,7,4,6,4,5,5,6,4,8,5,4,5,4,4,4,5,4,5,8,6,4,5,4,4,4,4,5,5,4,5,4,10,4,8,4,4,5,5,4,1,4,4,4,4,5,5,8,5,8,8,8,10,6,4,15,5,8,1,8,1,5,1,5,4,5,5,4,5,4,4,
Sep,8,8,6,4,4,5,5,5,5,5,5,5,4,4,4,5,4,8,5,8,4,8,5,4,5,5,5,10,4,6,5,4,5,8,4,5,4,4,1,5,4,5,5,4,5,15,4,4,5,15,8,1,4,8,4,4,4,4,4,4,6,1,8,4,4,4,4,5,1,8,
Sep,9,5,5,4,8,5,5,4,4,4,5,6,4,4,5,4,5,8,5,5,5,5,5,4,8,8,4,1,4,4,5,4,8,4,5,8,8,4,4,5,5,5,15,5,4,4,4,4,4,4,5,5,4,8,4,4,4,5,4,4,4,5,5,8,8,4,4,4,4,4,
Sep,10,5,8,4,4,4,4,4,5,4,5,6,5,4,5,6,4,5,5,6,4,5,6,5,8,8,8,4,8,4,5,5,4,4,6,8,4,10,5,4,4,5,8,5,8,4,4,4,4,8,5,4,5,8,8,1,8,15,5,4,8,5,4,4,8,4,4,5,4,4,
Sep,11,5,4,8,8,5,8,4,5,4,4,8,6,8,5,4,5,6,5,5,4,4,4,4,8,8,5,4,4,8,8,8,4,15,4,4,8,4,5,4,4,8,5,5,5,4,4,1,4,8,5,4,4,4,5,4,10,4,4,4,4,4,10,4,8,4,4,4,4,5,
Sep,12,5,4,4,5,5,4,4,8,5,5,4,5,4,6,4,4,6,4,5,5,5,4,4,4,5,8,4,4,5,8,4,5,5,4,4,4,4,6,5,4,8,5,5,5,6,4,4,4,8,4,4,5,5,5,15,8,8,4,4,4,4,4,5,4,4,4,8,4,4,
Sep,13,5,6,5,6,8,8,5,4,5,8,4,6,4,4,4,5,5,4,4,4,8,4,5,5,5,5,4,4,4,4,10,8,8,5,6,8,5,5,5,8,1,5,6,8,4,5,4,8,8,1,8,4,5,5,8,4,8,4,8,4,4,6,5,4,4,4,4,4,5,
Sep,14,15,6,5,5,5,5,5,4,8,8,8,5,4,4,1,5,8,4,6,4,8,8,5,4,8,5,5,5,5,15,10,4,4,8,4,4,5,5,4,8,8,5,5,4,15,4,4,4,5,1,4,10,15,4,8,5,1,4,8,4,4,8,4,4,8,4,5,1,4,
Sep,15,8,15,5,5,4,4,5,4,5,4,4,8,5,4,4,5,8,6,4,5,8,5,8,4,8,8,5,8,5,5,1,5,5,5,4,4,8,4,4,8,8,4,8,4,8,4,4,5,5,1,4,8,5,4,8,8,8,5,8,4,4,8,4,4,4,4,5,8,15,
Sep,16,4,8,4,5,4,4,5,4,8,1,5,8,5,6,4,6,8,5,6,5,8,8,4,4,8,4,4,4,5,4,5,6,15,5,8,5,4,8,4,4,4,5,8,5,8,4,4,5,5,15,4,4,4,5,10,8,4,19,8,6,4,5,4,1,10,4,10,4,5,
Sep,17,4,8,4,8,4,5,5,4,1,4,5,8,4,6,1,6,5,6,5,6,3,5,4,4,4,5,4,4,5,4,15,15,5,15,8,1,4,8,1,4,4,8,8,5,8,4,1,15,15,8,4,8,5,1,4,5,4,5,1,4,5,8,5,4,10,5,5,8,8,
Sep,18,5,8,8,8,4,8,5,4,4,4,8,4,8,4,4,5,5,6,5,5,3,5,4,1,4,4,1,4,5,15,4,8,8,15,8,8,8,4,4,8,8,8,8,5,4,4,19,5,8,1,4,4,8,8,6,8,1,8,1,4,4,5,5,8,4,5,4,8,8,
Sep,19,8,8,5,4,4,8,8,5,5,4,8,8,4,8,4,5,5,6,5,6,4,5,4,5,5,4,8,1,15,8,8,4,8,8,8,5,8,8,5,8,4,3,4,6,5,4,8,6,8,15,8,4,8,8,4,8,1,8,8,4,5,5,1,5,5,19,15,1,4,
Sep,20,8,5,5,4,4,4,4,5,6,4,8,4,1,4,4,8,5,5,5,8,4,5,4,5,8,8,4,5,15,15,4,8,8,8,8,8,4,4,4,8,4,4,4,6,15,4,4,8,10,8,5,4,4,4,8,4,4,4,5,5,8,5,1,8,4,5,8,5,4,
Sep,21,5,6,5,4,4,8,4,5,4,4,4,5,4,6,4,5,5,5,5,5,8,5,4,8,4,5,8,5,8,8,4,4,3,8,15,5,1,1,10,4,4,8,4,8,15,4,8,8,6,8,5,5,4,1,1,8,4,4,15,1,10,15,4,10,15,6,5,5,18,
Sep,22,5,5,15,5,4,8,4,8,4,8,8,5,8,6,4,4,8,5,5,15,15,4,5,3,4,5,8,15,8,5,8,5,3,4,15,5,1,1,4,8,4,4,5,8,4,4,8,8,8,8,15,8,4,1,4,3,4,5,8,4,18,8,1,4,15,5,4,19,15,
Sep,23,8,6,15,5,4,8,4,5,4,4,4,3,4,6,5,4,8,5,15,8,8,1,5,1,5,8,8,1,4,5,8,15,4,8,4,15,4,4,8,4,5,8,8,8,15,8,1,4,10,8,6,4,5,1,1,4,5,8,8,15,15,4,1,5,8,5,10,1,8,
Sep,24,8,6,5,8,5,4,4,8,4,5,4,4,5,17,10,5,8,5,6,1,1,1,8,8,15,4,5,5,6,5,8,8,4,1,4,15,5,5,4,4,5,1,5,8,6,8,1,8,10,15,15,4,5,1,8,5,1,8,8,15,5,1,4,5,4,15,4,1,4,
Sep,25,4,6,5,8,8,4,5,4,8,8,4,4,5,4,1,6,8,8,6,4,10,8,5,5,10,8,5,5,15,5,8,4,15,19,1,8,4,5,5,5,15,15,5,4,6,5,1,8,8,6,8,4,15,4,4,8,8,8,6,8,9,8,4,8,4,8,5,4,1,
Sep,26,1,5,1,4,5,8,6,5,4,4,4,8,5,8,1,8,8,5,6,5,15,8,8,5,8,8,10,15,8,8,3,1,15,1,15,8,5,4,4,5,8,15,8,8,1,4,1,8,4,8,1,1,15,5,4,1,1,8,8,8,4,4,1,8,8,10,4,4,8,
Sep,27,5,5,4,4,15,8,4,5,4,8,8,8,4,4,5,4,6,4,6,5,15,1,8,15,8,4,15,15,4,8,4,1,15,1,8,4,5,4,15,8,8,15,8,4,4,8,15,8,8,16,1,1,5,4,8,1,4,15,18,8,6,8,8,1,8,8,8,1,15,
Sep,28,5,5,4,5,8,4,4,8,1,5,4,4,4,4,8,4,8,8,6,5,15,4,5,8,8,1,15,8,4,8,15,1,8,4,4,8,5,5,8,4,4,15,4,8,1,4,8,8,8,15,3,1,5,6,8,15,3,6,9,8,15,8,4,8,4,5,6,1,8,
Sep,29,15,5,4,6,8,4,8,8,1,4,6,5,8,8,8,5,17,4,8,5,8,8,5,5,10,1,8,4,1,8,8,4,8,4,1,4,8,15,4,4,4,8,15,8,3,4,1,8,4,10,1,3,15,15,8,5,1,15,9,8,8,1,8,4,1,4,4,8,4,
Sep,30,15,6,4,6,8,4,4,8,1,1,1,6,8,8,1,4,8,4,8,5,4,3,17,5,8,15,8,1,1,8,4,4,4,5,5,8,8,8,5,8,8,8,5,8,3,8,1,4,8,8,5,19,8,15,4,5,1,8,15,1,6,1,8,5,1,8,1,1,8,
Oct,1,15,5,5,5,4,8,5,4,4,1,8,8,8,1,1,5,6,8,6,5,1,1,1,4,15,5,8,1,8,4,8,4,4,8,5,5,1,4,11,1,1,15,4,1,8,15,1,15,8,6,8,1,4,4,4,15,8,8,5,4,15,1,4,4,1,8,1,3,3,
Oct,2,17,4,5,5,8,8,8,3,4,4,8,8,8,4,1,4,5,4,5,5,10,4,1,8,4,5,5,8,8,15,4,5,10,8,8,6,1,4,11,5,5,8,1,1,8,15,1,5,1,8,1,8,4,4,8,5,8,8,4,1,4,1,1,1,1,5,4,3,1,
Oct,3,17,8,8,8,8,8,8,3,5,8,8,4,8,4,10,5,1,4,8,15,6,4,8,4,8,4,8,8,8,8,8,5,17,8,8,17,1,4,15,5,15,8,1,8,8,8,1,8,4,8,8,8,1,3,4,15,4,4,15,1,10,1,4,4,15,6,4,4,8,
Oct,4,1,6,8,5,5,1,4,5,8,4,8,1,4,4,8,5,17,1,8,5,15,1,10,8,1,5,8,1,1,17,8,5,15,4,8,8,4,8,4,8,8,8,1,3,8,1,3,1,8,8,10,4,3,1,8,1,8,8,8,1,8,8,8,4,15,17,1,4,4,
